"","Pasos","Dimension","Valor M","Origen"
"V5813","80","6",19,0
"V5913","80","6",26,1
"V6013","80","6",15,0
"V6117","80","6",12,1
"V6215","80","6",23,0
"V6313","80","6",21,0
"V6413","80","6",17,0
"V6513","80","6",21,1
"V6613","80","6",20,0
"V6713","80","6",16,0
"V6813","80","6",19,0
"V6913","80","6",21,0
"V7013","80","6",14,0
"V7117","80","6",13,0
"V7215","80","6",19,0
"V7313","80","6",31,0
"V7413","80","6",26,0
"V7513","80","6",24,0
"V7613","80","6",16,0
"V7713","80","6",20,0
"V7813","80","6",17,0
"V7913","80","6",12,0
"V8013","80","6",18,0
"V8117","80","6",27,0
"V8215","80","6",12,0
"V8313","80","6",22,0
"V8413","80","6",16,0
"V8513","80","6",12,0
"V8613","80","6",22,0
"V8713","80","6",30,0
"V8813","80","6",18,0
"V8913","80","6",22,0
"V9013","80","6",24,0
"V9117","80","6",20,0
"V9215","80","6",25,0
"V9313","80","6",18,0
"V9413","80","6",19,0
"V9513","80","6",16,0
"V9613","80","6",17,0
"V9713","80","6",24,0
"V9813","80","6",16,0
"V9913","80","6",18,1
"V10013","80","6",19,0
"V10117","80","6",24,0
"V10215","80","6",22,0
"V10313","80","6",25,1
"V10413","80","6",27,0
"V10513","80","6",25,0
"V10613","80","6",16,1
"V10713","80","6",23,0
"V10813","80","6",22,0
"V10913","80","6",20,0
"V11017","80","6",25,0
"V11117","80","6",14,0
"V11216","80","6",22,0
"V11314","80","6",16,0
"V11414","80","6",18,0
"V11513","80","6",24,0
"V11613","80","6",17,0
"V11713","80","6",21,0
"V11813","80","6",20,0
"V11913","80","6",17,0
"V12013","80","6",28,0
"V12117","80","6",13,1
"V12215","80","6",18,0
"V12313","80","6",22,0
"V12413","80","6",34,0
"V12513","80","6",13,0
"V12613","80","6",17,0
"V12713","80","6",20,0
"V12813","80","6",31,0
"V12913","80","6",9,0
"V13013","80","6",22,0
"V13117","80","6",20,0
"V13215","80","6",27,0
"V13313","80","6",21,0
"V13413","80","6",26,0
"V13513","80","6",15,0
"V13613","80","6",20,0
"V13713","80","6",15,0
"V13813","80","6",20,0
"V13913","80","6",15,1
"V14013","80","6",24,0
"V14117","80","6",16,0
"V14215","80","6",12,0
"V14313","80","6",15,0
"V14413","80","6",20,0
"V14513","80","6",19,1
"V14613","80","6",16,0
"V14713","80","6",18,0
"V14813","80","6",20,0
"V14913","80","6",14,0
"V15013","80","6",15,0
"V15117","80","6",23,0
"V15215","80","6",28,0
"V15313","80","6",19,0
"V15413","80","6",27,0
"V15513","80","6",20,0
"V15613","80","6",17,0
"V15713","80","6",21,0
"V15813","80","6",27,0
"V15913","80","6",20,1
"V16013","80","6",12,0
"V16117","80","6",16,0
"V16215","80","6",22,0
"V16313","80","6",15,0
"V16413","80","6",18,0
"V16513","80","6",25,0
"V16613","80","6",24,0
"V16713","80","6",16,0
"V16813","80","6",14,0
"V16913","80","6",12,1
"V17013","80","6",23,0
"V17117","80","6",16,0
"V17215","80","6",12,1
"V17313","80","6",21,0
"V17413","80","6",22,0
"V17513","80","6",15,0
"V17613","80","6",23,0
"V17713","80","6",19,0
"V17813","80","6",26,1
"V17913","80","6",18,0
"V18013","80","6",20,0
"V18117","80","6",17,0
"V18215","80","6",29,0
"V18313","80","6",22,0
"V18413","80","6",17,0
"V18513","80","6",23,0
"V18613","80","6",18,0
"V18713","80","6",18,4
"V18813","80","6",19,1
"V18913","80","6",27,0
"V19013","80","6",16,0
"V19117","80","6",21,0
"V19215","80","6",22,0
"V19313","80","6",23,1
"V19413","80","6",18,0
"V19513","80","6",24,0
"V19613","80","6",30,0
"V19713","80","6",22,0
"V19813","80","6",13,0
"V19913","80","6",24,0
"V20013","80","6",22,0
"V20117","80","6",18,0
"V20215","80","6",14,0
"V20313","80","6",21,0
"V20413","80","6",18,0
"V20513","80","6",26,0
"V20613","80","6",26,0
"V20713","80","6",20,0
"V20813","80","6",14,0
"V20913","80","6",22,0
"V21017","80","6",23,0
"V21117","80","6",32,0
"V21216","80","6",18,0
"V21314","80","6",24,1
"V21414","80","6",20,0
"V21513","80","6",30,0
"V21613","80","6",18,0
"V21713","80","6",19,0
"V21813","80","6",19,0
"V21913","80","6",16,0
"V22013","80","6",18,0
"V22117","80","6",21,0
"V22215","80","6",13,1
"V22313","80","6",10,0
"V22413","80","6",22,0
"V22513","80","6",19,0
"V22613","80","6",20,0
"V22713","80","6",13,1
"V22813","80","6",15,0
"V22913","80","6",28,1
"V23013","80","6",19,0
"V23117","80","6",21,0
"V23215","80","6",20,0
"V23313","80","6",22,0
"V23413","80","6",21,0
"V23513","80","6",17,0
"V23613","80","6",17,0
"V23713","80","6",32,0
"V23813","80","6",29,0
"V23913","80","6",24,0
"V24013","80","6",17,0
"V24117","80","6",24,1
"V24215","80","6",20,0
"V24313","80","6",22,0
"V24413","80","6",19,0
"V24513","80","6",15,0
"V24613","80","6",28,0
"V24713","80","6",15,0
"V24813","80","6",23,0
"V24913","80","6",14,0
"V25013","80","6",24,0
"V25117","80","6",23,0
"V25215","80","6",19,0
"V25313","80","6",28,0
"V25413","80","6",25,0
"V25513","80","6",13,0
"V25613","80","6",21,0
"V25713","80","6",14,0
"V25813","80","6",16,0
"V25913","80","6",20,0
"V26013","80","6",21,0
"V26117","80","6",27,0
"V26215","80","6",22,0
"V26313","80","6",22,0
"V26413","80","6",33,0
"V26513","80","6",21,0
"V26613","80","6",25,0
"V26713","80","6",18,0
"V26813","80","6",20,0
"V26913","80","6",18,0
"V27013","80","6",19,0
"V27117","80","6",18,0
"V27215","80","6",16,0
"V27313","80","6",20,0
"V27413","80","6",19,0
"V27513","80","6",12,0
"V27613","80","6",21,0
"V27713","80","6",24,0
"V27813","80","6",15,0
"V27913","80","6",19,0
"V28013","80","6",22,0
"V28117","80","6",15,0
"V28215","80","6",30,1
"V28313","80","6",18,0
"V28413","80","6",16,0
"V28513","80","6",19,0
"V28613","80","6",24,0
"V28713","80","6",18,0
"V28813","80","6",19,0
"V28913","80","6",16,0
"V29013","80","6",14,0
"V29117","80","6",14,1
"V29215","80","6",18,0
"V29313","80","6",25,0
"V29413","80","6",21,0
"V29513","80","6",24,0
"V29613","80","6",19,1
"V29713","80","6",20,0
"V29813","80","6",23,0
"V29913","80","6",11,0
"V30013","80","6",23,2
"V1280","80","7",20,0
"V2280","80","7",24,0
"V380","80","7",28,0
"V480","80","7",23,0
"V580","80","7",22,0
"V680","80","7",21,0
"V780","80","7",17,1
"V880","80","7",30,0
"V980","80","7",22,0
"V1080","80","7",16,0
"V11102","80","7",21,0
"V1290","80","7",32,1
"V1380","80","7",17,0
"V1480","80","7",30,0
"V1580","80","7",30,0
"V1680","80","7",20,0
"V1780","80","7",20,0
"V1880","80","7",12,0
"V1980","80","7",16,0
"V2080","80","7",21,0
"V21102","80","7",16,0
"V2290","80","7",16,0
"V2380","80","7",24,1
"V2480","80","7",30,0
"V2580","80","7",15,0
"V2680","80","7",24,0
"V2780","80","7",16,0
"V2880","80","7",38,0
"V2980","80","7",21,0
"V3014","80","7",25,0
"V3118","80","7",22,0
"V3216","80","7",21,0
"V3314","80","7",16,0
"V3414","80","7",24,0
"V3514","80","7",34,0
"V3614","80","7",21,0
"V3714","80","7",15,0
"V3814","80","7",26,0
"V3914","80","7",26,0
"V4014","80","7",20,0
"V4118","80","7",22,0
"V4216","80","7",24,0
"V4314","80","7",26,0
"V4414","80","7",22,0
"V4514","80","7",19,0
"V4614","80","7",12,0
"V4714","80","7",20,1
"V4814","80","7",25,0
"V4914","80","7",24,0
"V5014","80","7",26,0
"V5118","80","7",17,0
"V5216","80","7",21,0
"V5314","80","7",34,0
"V5414","80","7",20,0
"V5514","80","7",20,0
"V5614","80","7",18,0
"V5714","80","7",20,0
"V5814","80","7",22,0
"V5914","80","7",16,0
"V6014","80","7",16,0
"V6118","80","7",28,0
"V6216","80","7",24,0
"V6314","80","7",32,0
"V6414","80","7",19,0
"V6514","80","7",24,0
"V6614","80","7",17,0
"V6714","80","7",23,0
"V6814","80","7",18,0
"V6914","80","7",19,0
"V7014","80","7",15,0
"V7118","80","7",18,0
"V7216","80","7",21,0
"V7314","80","7",25,0
"V7414","80","7",26,1
"V7514","80","7",28,0
"V7614","80","7",17,0
"V7714","80","7",18,0
"V7814","80","7",21,0
"V7914","80","7",19,0
"V8014","80","7",15,0
"V8118","80","7",28,0
"V8216","80","7",20,0
"V8314","80","7",16,0
"V8414","80","7",18,0
"V8514","80","7",20,0
"V8614","80","7",30,0
"V8714","80","7",13,2
"V8814","80","7",16,0
"V8914","80","7",15,0
"V9014","80","7",22,0
"V9118","80","7",22,0
"V9216","80","7",22,0
"V9314","80","7",23,0
"V9414","80","7",14,0
"V9514","80","7",17,0
"V9614","80","7",24,0
"V9714","80","7",18,0
"V9814","80","7",24,0
"V9914","80","7",20,0
"V10014","80","7",14,0
"V10118","80","7",16,0
"V10216","80","7",26,0
"V10314","80","7",14,0
"V10414","80","7",18,1
"V10514","80","7",15,0
"V10614","80","7",22,1
"V10714","80","7",19,0
"V10814","80","7",24,0
"V10914","80","7",22,0
"V11018","80","7",28,0
"V11118","80","7",19,0
"V11217","80","7",19,0
"V11315","80","7",22,0
"V11415","80","7",19,0
"V11514","80","7",13,0
"V11614","80","7",18,0
"V11714","80","7",26,0
"V11814","80","7",15,0
"V11914","80","7",32,0
"V12014","80","7",18,0
"V12118","80","7",18,0
"V12216","80","7",24,0
"V12314","80","7",17,0
"V12414","80","7",21,0
"V12514","80","7",29,0
"V12614","80","7",21,0
"V12714","80","7",17,0
"V12814","80","7",16,0
"V12914","80","7",17,0
"V13014","80","7",16,0
"V13118","80","7",17,0
"V13216","80","7",15,0
"V13314","80","7",20,0
"V13414","80","7",24,0
"V13514","80","7",20,0
"V13614","80","7",20,0
"V13714","80","7",16,0
"V13814","80","7",25,0
"V13914","80","7",22,0
"V14014","80","7",20,0
"V14118","80","7",18,0
"V14216","80","7",19,0
"V14314","80","7",26,0
"V14414","80","7",25,0
"V14514","80","7",14,0
"V14614","80","7",20,0
"V14714","80","7",22,0
"V14814","80","7",19,0
"V14914","80","7",24,0
"V15014","80","7",16,0
"V15118","80","7",21,0
"V15216","80","7",30,0
"V15314","80","7",30,0
"V15414","80","7",28,0
"V15514","80","7",24,0
"V15614","80","7",24,0
"V15714","80","7",20,0
"V15814","80","7",19,0
"V15914","80","7",25,0
"V16014","80","7",18,0
"V16118","80","7",16,1
"V16216","80","7",27,0
"V16314","80","7",21,0
"V16414","80","7",19,0
"V16514","80","7",22,0
"V16614","80","7",17,0
"V16714","80","7",30,0
"V16814","80","7",18,0
"V16914","80","7",24,0
"V17014","80","7",23,0
"V17118","80","7",14,0
"V17216","80","7",17,0
"V17314","80","7",18,0
"V17414","80","7",25,0
"V17514","80","7",15,0
"V17614","80","7",14,0
"V17714","80","7",28,0
"V17814","80","7",14,0
"V17914","80","7",18,0
"V18014","80","7",19,0
"V18118","80","7",21,0
"V18216","80","7",22,0
"V18314","80","7",19,0
"V18414","80","7",21,0
"V18514","80","7",18,1
"V18614","80","7",17,0
"V18714","80","7",20,0
"V18814","80","7",23,0
"V18914","80","7",24,0
"V19014","80","7",23,0
"V19118","80","7",19,0
"V19216","80","7",22,0
"V19314","80","7",14,0
"V19414","80","7",22,0
"V19514","80","7",22,0
"V19614","80","7",14,0
"V19714","80","7",15,0
"V19814","80","7",16,0
"V19914","80","7",19,0
"V20014","80","7",17,0
"V20118","80","7",20,0
"V20216","80","7",22,1
"V20314","80","7",22,0
"V20414","80","7",16,0
"V20514","80","7",18,0
"V20614","80","7",15,0
"V20714","80","7",27,0
"V20814","80","7",16,0
"V20914","80","7",23,0
"V21018","80","7",22,0
"V21118","80","7",24,0
"V21217","80","7",21,0
"V21315","80","7",28,0
"V21415","80","7",21,0
"V21514","80","7",19,0
"V21614","80","7",31,0
"V21714","80","7",20,0
"V21814","80","7",21,0
"V21914","80","7",28,0
"V22014","80","7",18,1
"V22118","80","7",18,0
"V22216","80","7",22,0
"V22314","80","7",22,0
"V22414","80","7",20,2
"V22514","80","7",20,2
"V22614","80","7",15,0
"V22714","80","7",16,0
"V22814","80","7",24,1
"V22914","80","7",15,0
"V23014","80","7",18,0
"V23118","80","7",29,0
"V23216","80","7",18,0
"V23314","80","7",18,0
"V23414","80","7",20,0
"V23514","80","7",21,0
"V23614","80","7",21,0
"V23714","80","7",24,0
"V23814","80","7",23,0
"V23914","80","7",28,0
"V24014","80","7",17,0
"V24118","80","7",22,0
"V24216","80","7",13,0
"V24314","80","7",17,0
"V24414","80","7",14,0
"V24514","80","7",33,0
"V24614","80","7",23,0
"V24714","80","7",18,0
"V24814","80","7",24,0
"V24914","80","7",23,0
"V25014","80","7",22,0
"V25118","80","7",23,0
"V25216","80","7",17,0
"V25314","80","7",20,0
"V25414","80","7",16,0
"V25514","80","7",24,0
"V25614","80","7",26,0
"V25714","80","7",27,0
"V25814","80","7",23,0
"V25914","80","7",17,0
"V26014","80","7",22,0
"V26118","80","7",25,0
"V26216","80","7",20,0
"V26314","80","7",36,0
"V26414","80","7",22,0
"V26514","80","7",22,0
"V26614","80","7",28,0
"V26714","80","7",22,0
"V26814","80","7",18,0
"V26914","80","7",24,1
"V27014","80","7",20,0
"V27118","80","7",17,0
"V27216","80","7",23,0
"V27314","80","7",23,0
"V27414","80","7",25,1
"V27514","80","7",14,0
"V27614","80","7",22,0
"V27714","80","7",27,0
"V27814","80","7",21,0
"V27914","80","7",28,1
"V28014","80","7",28,0
"V28118","80","7",14,0
"V28216","80","7",18,0
"V28314","80","7",27,0
"V28414","80","7",27,0
"V28514","80","7",22,0
"V28614","80","7",24,0
"V28714","80","7",26,0
"V28814","80","7",16,0
"V28914","80","7",16,0
"V29014","80","7",22,0
"V29118","80","7",18,0
"V29216","80","7",23,0
"V29314","80","7",24,0
"V29414","80","7",14,0
"V29514","80","7",12,0
"V29614","80","7",16,0
"V29714","80","7",17,0
"V29814","80","7",21,0
"V29914","80","7",27,0
"V30014","80","7",22,0
"V1300","80","8",22,0
"V2300","80","8",24,0
"V390","80","8",16,0
"V490","80","8",26,0
"V590","80","8",31,0
"V690","80","8",17,0
"V790","80","8",20,0
"V890","80","8",27,0
"V990","80","8",15,0
"V1090","80","8",22,0
"V11103","80","8",20,0
"V12100","80","8",20,0
"V1390","80","8",14,0
"V1490","80","8",20,0
"V1590","80","8",21,0
"V1690","80","8",21,0
"V1790","80","8",27,0
"V1890","80","8",16,0
"V1990","80","8",18,0
"V2090","80","8",16,0
"V21103","80","8",22,0
"V22100","80","8",31,0
"V2390","80","8",28,0
"V2490","80","8",18,1
"V2590","80","8",20,0
"V2690","80","8",32,0
"V2790","80","8",17,0
"V2890","80","8",17,0
"V2990","80","8",22,1
"V3015","80","8",25,0
"V3119","80","8",28,0
"V3217","80","8",16,0
"V3315","80","8",20,0
"V3415","80","8",30,0
"V3515","80","8",13,0
"V3615","80","8",17,0
"V3715","80","8",18,0
"V3815","80","8",17,0
"V3915","80","8",32,0
"V4015","80","8",20,1
"V4119","80","8",22,0
"V4217","80","8",22,0
"V4315","80","8",25,0
"V4415","80","8",14,0
"V4515","80","8",20,1
"V4615","80","8",27,0
"V4715","80","8",18,0
"V4815","80","8",19,0
"V4915","80","8",22,0
"V5015","80","8",19,0
"V5119","80","8",28,0
"V5217","80","8",23,0
"V5315","80","8",25,0
"V5415","80","8",15,0
"V5515","80","8",26,0
"V5615","80","8",23,0
"V5715","80","8",20,0
"V5815","80","8",24,0
"V5915","80","8",25,0
"V6015","80","8",19,1
"V6119","80","8",28,0
"V6217","80","8",25,0
"V6315","80","8",18,0
"V6415","80","8",25,0
"V6515","80","8",25,1
"V6615","80","8",16,0
"V6715","80","8",22,0
"V6815","80","8",20,0
"V6915","80","8",22,0
"V7015","80","8",26,0
"V7119","80","8",32,0
"V7217","80","8",18,0
"V7315","80","8",13,0
"V7415","80","8",16,0
"V7515","80","8",18,0
"V7615","80","8",20,0
"V7715","80","8",24,0
"V7815","80","8",23,0
"V7915","80","8",34,0
"V8015","80","8",19,0
"V8119","80","8",21,0
"V8217","80","8",21,0
"V8315","80","8",25,0
"V8415","80","8",19,0
"V8515","80","8",20,0
"V8615","80","8",26,0
"V8715","80","8",28,0
"V8815","80","8",17,0
"V8915","80","8",15,0
"V9015","80","8",22,0
"V9119","80","8",22,0
"V9217","80","8",18,0
"V9315","80","8",13,0
"V9415","80","8",24,0
"V9515","80","8",22,0
"V9615","80","8",21,0
"V9715","80","8",12,0
"V9815","80","8",27,0
"V9915","80","8",28,0
"V10015","80","8",18,0
"V10119","80","8",22,1
"V10217","80","8",22,0
"V10315","80","8",19,0
"V10415","80","8",20,1
"V10515","80","8",24,0
"V10615","80","8",27,0
"V10715","80","8",25,0
"V10815","80","8",19,0
"V10915","80","8",21,0
"V11019","80","8",24,0
"V11119","80","8",22,0
"V11218","80","8",20,0
"V11316","80","8",28,0
"V11416","80","8",25,0
"V11515","80","8",28,0
"V11615","80","8",13,0
"V11715","80","8",14,0
"V11815","80","8",31,1
"V11915","80","8",22,0
"V12015","80","8",27,0
"V12119","80","8",19,0
"V12217","80","8",13,0
"V12315","80","8",19,0
"V12415","80","8",22,0
"V12515","80","8",18,0
"V12615","80","8",20,0
"V12715","80","8",15,0
"V12815","80","8",29,0
"V12915","80","8",19,0
"V13015","80","8",30,0
"V13119","80","8",20,0
"V13217","80","8",30,0
"V13315","80","8",26,0
"V13415","80","8",24,0
"V13515","80","8",26,0
"V13615","80","8",15,0
"V13715","80","8",22,0
"V13815","80","8",21,0
"V13915","80","8",28,0
"V14015","80","8",22,0
"V14119","80","8",21,0
"V14217","80","8",27,2
"V14315","80","8",24,0
"V14415","80","8",30,0
"V14515","80","8",26,1
"V14615","80","8",16,0
"V14715","80","8",22,0
"V14815","80","8",29,0
"V14915","80","8",17,0
"V15015","80","8",25,0
"V15119","80","8",21,0
"V15217","80","8",20,0
"V15315","80","8",19,0
"V15415","80","8",27,0
"V15515","80","8",36,0
"V15615","80","8",16,0
"V15715","80","8",28,0
"V15815","80","8",19,0
"V15915","80","8",18,1
"V16015","80","8",25,0
"V16119","80","8",18,0
"V16217","80","8",23,0
"V16315","80","8",21,1
"V16415","80","8",18,0
"V16515","80","8",24,0
"V16615","80","8",24,0
"V16715","80","8",20,0
"V16815","80","8",16,0
"V16915","80","8",28,0
"V17015","80","8",37,1
"V17119","80","8",14,0
"V17217","80","8",17,0
"V17315","80","8",24,0
"V17415","80","8",21,0
"V17515","80","8",21,0
"V17615","80","8",18,0
"V17715","80","8",23,0
"V17815","80","8",23,0
"V17915","80","8",22,0
"V18015","80","8",24,0
"V18119","80","8",14,0
"V18217","80","8",17,0
"V18315","80","8",20,0
"V18415","80","8",32,0
"V18515","80","8",24,0
"V18615","80","8",23,0
"V18715","80","8",26,0
"V18815","80","8",20,1
"V18915","80","8",15,0
"V19015","80","8",19,0
"V19119","80","8",21,0
"V19217","80","8",25,0
"V19315","80","8",18,0
"V19415","80","8",23,0
"V19515","80","8",18,0
"V19615","80","8",33,0
"V19715","80","8",22,0
"V19815","80","8",23,0
"V19915","80","8",22,0
"V20015","80","8",20,0
"V20119","80","8",20,0
"V20217","80","8",24,0
"V20315","80","8",32,0
"V20415","80","8",21,0
"V20515","80","8",23,0
"V20615","80","8",24,0
"V20715","80","8",24,0
"V20815","80","8",24,0
"V20915","80","8",24,0
"V21019","80","8",23,0
"V21119","80","8",16,0
"V21218","80","8",20,0
"V21316","80","8",17,0
"V21416","80","8",17,1
"V21515","80","8",20,0
"V21615","80","8",22,0
"V21715","80","8",16,0
"V21815","80","8",21,0
"V21915","80","8",20,1
"V22015","80","8",16,0
"V22119","80","8",20,0
"V22217","80","8",24,0
"V22315","80","8",32,0
"V22415","80","8",23,0
"V22515","80","8",22,0
"V22615","80","8",34,0
"V22715","80","8",32,0
"V22815","80","8",23,0
"V22915","80","8",17,0
"V23015","80","8",16,0
"V23119","80","8",22,0
"V23217","80","8",34,0
"V23315","80","8",20,0
"V23415","80","8",26,0
"V23515","80","8",21,0
"V23615","80","8",28,0
"V23715","80","8",24,0
"V23815","80","8",28,0
"V23915","80","8",16,0
"V24015","80","8",22,0
"V24119","80","8",24,0
"V24217","80","8",20,0
"V24315","80","8",22,0
"V24415","80","8",20,0
"V24515","80","8",25,0
"V24615","80","8",29,0
"V24715","80","8",13,0
"V24815","80","8",22,1
"V24915","80","8",19,0
"V25015","80","8",31,0
"V25119","80","8",20,0
"V25217","80","8",22,0
"V25315","80","8",20,0
"V25415","80","8",14,0
"V25515","80","8",18,1
"V25615","80","8",25,0
"V25715","80","8",18,0
"V25815","80","8",29,0
"V25915","80","8",22,0
"V26015","80","8",23,0
"V26119","80","8",17,0
"V26217","80","8",29,0
"V26315","80","8",21,0
"V26415","80","8",23,0
"V26515","80","8",25,0
"V26615","80","8",25,0
"V26715","80","8",19,0
"V26815","80","8",24,0
"V26915","80","8",23,0
"V27015","80","8",21,0
"V27119","80","8",22,0
"V27217","80","8",14,0
"V27315","80","8",14,0
"V27415","80","8",22,0
"V27515","80","8",26,0
"V27615","80","8",21,0
"V27715","80","8",16,0
"V27815","80","8",15,0
"V27915","80","8",23,0
"V28015","80","8",23,0
"V28119","80","8",20,0
"V28217","80","8",20,0
"V28315","80","8",24,0
"V28415","80","8",25,0
"V28515","80","8",22,0
"V28615","80","8",18,0
"V28715","80","8",21,0
"V28815","80","8",17,0
"V28915","80","8",22,1
"V29015","80","8",31,0
"V29119","80","8",16,0
"V29217","80","8",24,0
"V29315","80","8",18,0
"V29415","80","8",22,0
"V29515","80","8",25,0
"V29615","80","8",24,0
"V29715","80","8",25,0
"V29815","80","8",21,0
"V29915","80","8",21,0
"V30015","80","8",25,0
"V1400","150","1",10,2
"V2400","150","1",9,12
"V3100","150","1",14,11
"V4100","150","1",16,4
"V5100","150","1",24,0
"V6100","150","1",11,6
"V7100","150","1",14,8
"V8100","150","1",11,2
"V9100","150","1",20,12
"V10100","150","1",16,3
"V11104","150","1",11,4
"V12101","150","1",13,5
"V13100","150","1",14,6
"V14100","150","1",16,1
"V15100","150","1",12,1
"V16100","150","1",6,18
"V17100","150","1",26,2
"V18100","150","1",6,14
"V19100","150","1",16,8
"V20100","150","1",10,20
"V21104","150","1",16,4
"V22101","150","1",19,8
"V23100","150","1",15,14
"V24100","150","1",13,12
"V25100","150","1",14,1
"V26100","150","1",18,1
"V27100","150","1",9,14
"V28100","150","1",32,3
"V29100","150","1",15,6
"V3016","150","1",13,16
"V3120","150","1",12,21
"V3218","150","1",17,3
"V3316","150","1",8,12
"V3416","150","1",11,3
"V3516","150","1",16,9
"V3616","150","1",15,14
"V3716","150","1",13,22
"V3816","150","1",8,11
"V3916","150","1",33,2
"V4016","150","1",18,5
"V4120","150","1",7,26
"V4218","150","1",9,10
"V4316","150","1",13,1
"V4416","150","1",38,2
"V4516","150","1",12,12
"V4616","150","1",28,0
"V4716","150","1",13,9
"V4816","150","1",20,12
"V4916","150","1",8,15
"V5016","150","1",17,3
"V5120","150","1",16,12
"V5218","150","1",10,6
"V5316","150","1",10,26
"V5416","150","1",12,13
"V5516","150","1",13,2
"V5616","150","1",11,17
"V5716","150","1",13,13
"V5816","150","1",25,13
"V5916","150","1",31,6
"V6016","150","1",12,16
"V6120","150","1",12,20
"V6218","150","1",18,0
"V6316","150","1",13,16
"V6416","150","1",9,18
"V6516","150","1",30,2
"V6616","150","1",9,9
"V6716","150","1",11,9
"V6816","150","1",17,6
"V6916","150","1",12,10
